order_id,order_date,city,product,unit_price,quantity,total_revenue
IN-4185,2025-08-20,Chennai,Laptop,68853.0,5,344265.0
IN-4186,2025-03-13,Maharashtra,Backpack,42795.0,5,213975.0
IN-4187,2025-03-21,Delhi,Power Bank,20840.0,5,104200.0
IN-4188,2025-04-03,Chennai,Backpack,35771.0,4,143084.0
IN-4189,2025-07-14,Bengaluru,Backpack,12038.75,5,60193.75
IN-4190,2025-04-12,Delhi,Laptop,40018.0,2,80036.0
IN-4191,2025-07-05,Bengaluru,Earbuds,37790.0,5,188950.0
IN-4192,2025-01-13,Bengaluru,Backpack,3045.0,5,15225.0
IN-4193,2025-02-03,Gujrat,Backpack,10788.0,4,43152.0
IN-4194,2025-12-19,Gujrat,Smartwatch,19869.0,2,39738.0
IN-4195,2025-04-30,Maharashtra,Smartwatch,17877.0,2,35754.0
IN-4196,2025-05-24,Chennai,Smartphone,35293.0,3,105879.0
IN-4197,2025-08-19,Bengaluru,Power Bank,21343.75,1,21343.75
IN-4198,2025-10-08,Bengaluru,Earbuds,72671.25,5,363356.25
IN-4199,2025-03-13,Maharashtra,Smartwatch,40232.0,2,80464.0
IN-4200,2025-01-16,Delhi,Smartphone,18433.0,4,73732.0
IN-4201,2025-04-20,Bengaluru,Smartphone,92106.25,3,276318.75
IN-4202,2025-07-24,Chennai,Smartwatch,67410.0,1,67410.0
IN-4203,2025-12-14,Bengaluru,Backpack,66333.75,4,265335.0
IN-4204,2025-09-29,Bengaluru,Smartphone,73260.0,4,293040.0
IN-4205,2025-01-03,Hyderabad,Power Bank,64787.0,1,64787.0
IN-4206,2025-08-07,Bengaluru,Smartphone,3782.5,2,7565.0
IN-4207,2025-07-07,Gujrat,Earbuds,6364.0,1,6364.0
IN-4208,2025-12-03,Maharashtra,Earbuds,39899.0,4,159596.0
IN-4209,2025-11-13,Maharashtra,Backpack,52920.0,1,52920.0
IN-4210,2025-04-18,Hyderabad,Backpack,47594.0,1,47594.0
IN-4211,2025-11-22,Delhi,Earbuds,48591.0,5,242955.0
IN-4212,2025-12-30,Bengaluru,Laptop,27662.5,2,55325.0
IN-4213,2025-08-06,Delhi,Smartphone,34479.0,1,34479.0
IN-4214,2025-10-17,Maharashtra,Smartphone,25673.0,4,102692.0
IN-4215,2025-07-16,Delhi,Laptop,47387.0,5,236935.0
IN-4216,2025-04-30,Maharashtra,Laptop,71430.0,5,357150.0
IN-4217,2025-11-07,Delhi,Laptop,60411.0,5,302055.0
IN-4218,2025-12-31,Bengaluru,Smartphone,22080.0,1,22080.0
IN-4219,2025-08-16,Delhi,Earbuds,17709.0,2,35418.0
IN-4220,2025-10-04,Bengaluru,Smartphone,86670.0,2,173340.0
IN-4221,2025-05-05,Bengaluru,Power Bank,91602.5,5,458012.5
IN-4222,2025-10-19,Bengaluru,Smartphone,33070.0,2,66140.0
IN-4223,2025-01-08,Maharashtra,Laptop,21131.0,1,21131.0
IN-4224,2025-08-28,Maharashtra,Power Bank,14318.0,1,14318.0
IN-4225,2025-11-25,Bengaluru,Smartwatch,74355.0,2,148710.0
IN-4226,2025-04-24,Chennai,Laptop,18766.0,2,37532.0
IN-4227,2025-08-31,Maharashtra,Backpack,13213.0,2,26426.0
IN-4228,2025-10-06,Chennai,Laptop,37460.0,1,37460.0
IN-4229,2025-06-27,Bengaluru,Power Bank,59253.75,4,237015.0
IN-4230,2025-02-01,Maharashtra,Backpack,57144.0,3,171432.0
IN-4231,2025-07-02,Delhi,Smartphone,12597.0,1,12597.0
IN-4232,2025-03-11,Maharashtra,Smartwatch,63388.0,3,190164.0
IN-4233,2025-04-25,Maharashtra,Smartwatch,68055.0,4,272220.0
IN-4234,2025-06-13,Hyderabad,Earbuds,27145.0,4,108580.0
IN-4235,2025-03-09,Bengaluru,Power Bank,75936.25,1,75936.25
IN-4236,2025-06-16,Gujrat,Smartwatch,37054.0,3,111162.0
IN-4237,2025-12-23,Maharashtra,Earbuds,22651.0,2,45302.0
IN-4238,2025-12-28,Maharashtra,Earbuds,21852.0,5,109260.0
IN-4239,2025-08-11,Bengaluru,Laptop,41027.5,2,82055.0
IN-4240,2025-12-05,Delhi,Earbuds,17141.0,5,85705.0
IN-4241,2025-03-18,Bengaluru,Laptop,42112.5,2,84225.0
IN-4242,2025-09-03,Bengaluru,Smartwatch,22490.0,2,44980.0
IN-4243,2025-03-25,Delhi,Backpack,18939.0,5,94695.0
IN-4244,2025-12-08,Delhi,Laptop,2513.0,5,12565.0
IN-4245,2025-09-15,Delhi,Backpack,11935.0,4,47740.0
IN-4246,2025-04-13,Bengaluru,Smartphone,42862.5,5,214312.5
IN-4247,2025-10-25,Maharashtra,Power Bank,67851.0,3,203553.0
IN-4248,2025-05-27,Maharashtra,Backpack,12877.0,1,12877.0
IN-4249,2025-11-09,Maharashtra,Laptop,52171.0,1,52171.0
IN-4250,2025-08-05,Bengaluru,Power Bank,71741.25,5,358706.25
IN-4251,2025-06-09,Chennai,Smartwatch,22283.0,1,22283.0
IN-4252,2025-05-17,Chennai,Backpack,64449.0,3,193347.0
IN-4253,2025-08-22,Bengaluru,Power Bank,80855.0,5,404275.0
IN-4254,2025-06-28,Bengaluru,Earbuds,64210.0,1,64210.0
IN-4255,2025-03-22,Maharashtra,Laptop,41798.0,1,41798.0
IN-4256,2025-11-28,Maharashtra,Smartwatch,56324.0,3,168972.0
IN-4257,2025-11-22,Hyderabad,Smartwatch,10694.0,4,42776.0
IN-4258,2025-06-12,Maharashtra,Smartwatch,10801.0,3,32403.0
IN-4259,2025-06-25,Hyderabad,Laptop,73278.0,1,73278.0
IN-4260,2025-06-02,Maharashtra,Backpack,51625.0,5,258125.0
IN-4261,2025-11-12,Bengaluru,Backpack,67500.0,5,337500.0
IN-4262,2025-02-10,Maharashtra,Power Bank,71087.0,2,142174.0
IN-4263,2025-06-03,Maharashtra,Earbuds,58363.0,1,58363.0
IN-4264,2025-03-02,Maharashtra,Smartphone,68602.0,4,274408.0
IN-4265,2025-07-18,Gujrat,Backpack,18617.0,3,55851.0
IN-4266,2025-05-02,Hyderabad,Earbuds,10115.0,1,10115.0
IN-4267,2025-05-28,Maharashtra,Smartwatch,59479.0,5,297395.0
IN-4268,2025-11-28,Bengaluru,Laptop,62423.75,2,124847.5
IN-4269,2025-02-24,Maharashtra,Backpack,44481.0,3,133443.0
IN-4270,2025-05-09,Hyderabad,Laptop,61046.0,1,61046.0
IN-4271,2025-01-12,Hyderabad,Earbuds,31143.0,3,93429.0
IN-4272,2025-03-25,Maharashtra,Smartwatch,40651.0,5,203255.0
IN-4273,2025-02-28,Gujrat,Laptop,14263.0,3,42789.0
IN-4274,2025-08-20,Maharashtra,Backpack,47920.0,1,47920.0
IN-4275,2025-01-25,Maharashtra,Smartwatch,67874.0,2,135748.0
IN-4276,2025-08-26,Bengaluru,Smartwatch,56371.25,5,281856.25
IN-4277,2025-03-14,Hyderabad,Backpack,53408.0,3,160224.0
IN-4278,2025-09-10,Maharashtra,Power Bank,59482.0,4,237928.0
IN-4279,2025-03-28,Delhi,Laptop,32415.0,4,129660.0
IN-4280,2025-02-13,Maharashtra,Earbuds,61628.0,2,123256.0
IN-4281,2025-08-29,Gujrat,Power Bank,46516.0,2,93032.0
IN-4282,2025-03-14,Maharashtra,Earbuds,9126.0,3,27378.0
IN-4283,2025-04-23,Maharashtra,Smartphone,8802.0,4,35208.0
IN-4284,2025-09-28,Hyderabad,Smartwatch,39056.0,3,117168.0
IN-4285,2025-02-11,Chennai,Laptop,43551.0,5,217755.0
IN-4286,2025-02-06,Maharashtra,Backpack,33732.0,4,134928.0
IN-4287,2025-08-20,Chennai,Smartphone,5546.0,4,22184.0
IN-4288,2025-07-14,Delhi,Power Bank,5801.0,3,17403.0
IN-4289,2025-09-17,Bengaluru,Smartphone,11393.75,4,45575.0
IN-4290,2025-10-28,Hyderabad,Earbuds,1500.0,4,6000.0
IN-4291,2025-01-28,Chennai,Power Bank,9781.0,1,9781.0
IN-4292,2025-07-30,Chennai,Backpack,73792.0,2,147584.0
IN-4293,2025-01-07,Bengaluru,Smartphone,31863.75,3,95591.25
IN-4294,2025-08-12,Delhi,Laptop,40753.0,4,163012.0
IN-4295,2025-07-02,Delhi,Laptop,19279.0,3,57837.0
IN-4296,2025-06-06,Maharashtra,Laptop,35053.0,1,35053.0
IN-4297,2025-12-13,Chennai,Power Bank,39870.0,2,79740.0
IN-4298,2025-05-09,Bengaluru,Laptop,39113.75,1,39113.75
IN-4299,2025-07-31,Bengaluru,Smartphone,21671.25,4,86685.0
IN-4300,2025-06-08,Bengaluru,Earbuds,5492.5,2,10985.0
IN-4301,2025-12-10,Maharashtra,Power Bank,31671.0,5,158355.0
IN-4302,2025-03-29,Bengaluru,Laptop,47880.0,3,143640.0
IN-4303,2025-09-21,Bengaluru,Earbuds,73396.25,5,366981.25
IN-4304,2025-03-23,Maharashtra,Backpack,28275.0,4,113100.0
IN-4305,2025-04-10,Bengaluru,Laptop,66145.0,3,198435.0
IN-4306,2025-08-05,Bengaluru,Smartphone,7221.25,1,7221.25
IN-4307,2025-09-07,Delhi,Backpack,55119.0,1,55119.0
IN-4308,2025-12-13,Maharashtra,Smartwatch,59662.0,5,298310.0
IN-4309,2025-07-29,Maharashtra,Smartphone,6841.0,3,20523.0
IN-4310,2025-08-18,Chennai,Earbuds,66565.0,5,332825.0
IN-4311,2025-05-07,Bengaluru,Backpack,39306.25,2,78612.5
IN-4312,2025-03-06,Maharashtra,Smartwatch,39613.0,1,39613.0
IN-4313,2025-11-12,Maharashtra,Laptop,35679.0,2,71358.0
IN-4314,2025-07-27,Delhi,Power Bank,16629.0,4,66516.0
IN-4315,2025-07-07,Maharashtra,Backpack,8183.0,1,8183.0
IN-4316,2025-08-11,Maharashtra,Smartphone,43875.0,2,87750.0
IN-4317,2025-05-14,Maharashtra,Backpack,54574.0,5,272870.0
IN-4318,2025-01-24,Bengaluru,Earbuds,43553.75,1,43553.75
IN-4319,2025-08-25,Bengaluru,Power Bank,68195.0,4,272780.0
IN-4320,2025-04-11,Maharashtra,Laptop,74934.0,2,149868.0
IN-4321,2025-12-30,Maharashtra,Smartwatch,35025.0,3,105075.0
IN-4322,2025-07-18,Bengaluru,Smartphone,85378.75,3,256136.25
IN-4323,2025-05-26,Bengaluru,Power Bank,48815.0,4,195260.0
IN-4324,2025-01-21,Maharashtra,Backpack,6447.0,1,6447.0
IN-4325,2025-07-24,Maharashtra,Backpack,40170.0,4,160680.0
IN-4326,2025-01-15,Bengaluru,Power Bank,81585.0,4,326340.0
IN-4327,2025-10-15,Delhi,Power Bank,71182.0,4,284728.0
IN-4328,2025-05-06,Maharashtra,Power Bank,52477.0,2,104954.0
IN-4329,2025-05-10,Bengaluru,Earbuds,8282.5,3,24847.5
IN-4330,2025-02-19,Maharashtra,Earbuds,4286.0,1,4286.0
IN-4331,2025-12-27,Delhi,Laptop,54764.0,3,164292.0
IN-4332,2025-01-23,Hyderabad,Smartphone,46839.0,2,93678.0
IN-4333,2025-02-02,Bengaluru,Power Bank,33747.5,5,168737.5
IN-4334,2025-07-12,Bengaluru,Backpack,82483.75,1,82483.75
IN-4335,2025-03-22,Maharashtra,Backpack,37968.0,4,151872.0
IN-4336,2025-07-21,Delhi,Smartphone,49506.0,4,198024.0
IN-4337,2025-08-26,Hyderabad,Backpack,50278.0,3,150834.0
IN-4338,2025-08-03,Bengaluru,Earbuds,57928.75,5,289643.75
IN-4339,2025-01-27,Hyderabad,Earbuds,48782.0,5,243910.0
IN-4340,2025-11-13,Maharashtra,Smartwatch,8923.0,3,26769.0
IN-4341,2025-03-15,Maharashtra,Smartwatch,29738.0,3,89214.0
IN-4342,2025-01-28,Bengaluru,Power Bank,5221.25,5,26106.25
IN-4343,2025-10-30,Maharashtra,Backpack,67463.0,4,269852.0
IN-4344,2025-10-02,Chennai,Laptop,45909.0,3,137727.0
IN-4345,2025-03-22,Maharashtra,Backpack,64593.0,3,193779.0
IN-4346,2025-04-27,Chennai,Backpack,51627.0,1,51627.0
IN-4347,2025-05-17,Delhi,Laptop,11807.0,2,23614.0
IN-4348,2025-04-10,Maharashtra,Smartwatch,27702.0,1,27702.0
IN-4349,2025-10-15,Maharashtra,Laptop,70373.0,5,351865.0
IN-4350,2025-11-10,Bengaluru,Smartphone,36377.5,5,181887.5
IN-4351,2025-03-30,Hyderabad,Power Bank,69651.0,5,348255.0
IN-4352,2025-03-10,Bengaluru,Earbuds,8408.75,5,42043.75
IN-4353,2025-07-13,Bengaluru,Smartphone,45210.0,1,45210.0
IN-4354,2025-02-24,Bengaluru,Backpack,55490.0,5,277450.0
IN-4355,2025-03-02,Maharashtra,Laptop,54046.0,4,216184.0
IN-4356,2025-04-13,Bengaluru,Laptop,66608.75,1,66608.75
IN-4357,2025-02-03,Delhi,Power Bank,67889.0,1,67889.0
IN-4358,2025-03-04,Delhi,Smartphone,48816.0,1,48816.0
IN-4359,2025-10-27,Bengaluru,Power Bank,9950.0,1,9950.0
IN-4360,2025-11-17,Bengaluru,Smartwatch,17118.75,3,51356.25
IN-4361,2025-11-28,Chennai,Backpack,6360.0,3,19080.0
IN-4362,2025-10-10,Bengaluru,Smartwatch,47346.25,2,94692.5
IN-4363,2025-11-02,Bengaluru,Power Bank,22781.25,2,45562.5
IN-4364,2025-02-07,Maharashtra,Earbuds,59933.0,1,59933.0
IN-4365,2025-04-18,Bengaluru,Backpack,5167.5,4,20670.0
IN-4366,2025-10-23,Hyderabad,Smartphone,74889.0,2,149778.0
IN-4367,2025-04-30,Maharashtra,Smartwatch,27646.0,3,82938.0
IN-4368,2025-06-27,Gujrat,Backpack,44819.0,1,44819.0
IN-4369,2025-12-09,Gujrat,Smartphone,41414.0,4,165656.0
IN-4370,2025-09-12,Maharashtra,Laptop,26653.0,5,133265.0
IN-4371,2025-10-28,Chennai,Earbuds,20909.0,2,41818.0
IN-4372,2025-06-12,Maharashtra,Smartwatch,38917.0,1,38917.0
IN-4373,2025-11-22,Bengaluru,Laptop,23108.75,1,23108.75
IN-4374,2025-03-23,Delhi,Laptop,73426.0,3,220278.0
IN-4375,2025-06-15,Bengaluru,Backpack,68116.25,3,204348.75
IN-4376,2025-05-14,Bengaluru,Laptop,24551.25,2,49102.5
IN-4377,2025-11-14,Maharashtra,Smartphone,6922.0,3,20766.0
IN-4378,2025-09-14,Delhi,Earbuds,32048.0,2,64096.0
IN-4379,2025-07-31,Hyderabad,Backpack,47247.0,3,141741.0
IN-4380,2025-10-12,Maharashtra,Earbuds,57706.0,4,230824.0
IN-4381,2025-09-15,Delhi,Backpack,27223.0,3,81669.0
IN-4382,2025-06-25,Delhi,Earbuds,71832.0,3,215496.0
IN-4383,2025-07-07,Maharashtra,Smartphone,35673.0,3,107019.0
IN-4384,2025-04-09,Maharashtra,Earbuds,1250.0,3,3750.0
IN-4385,2025-08-27,Maharashtra,Backpack,27590.0,1,27590.0
IN-4386,2025-09-24,Hyderabad,Power Bank,41265.0,5,206325.0
IN-4387,2025-06-25,Bengaluru,Earbuds,14535.0,3,43605.0
IN-4388,2025-07-16,Delhi,Power Bank,8459.0,2,16918.0
IN-4389,2025-05-09,Bengaluru,Backpack,24926.25,2,49852.5
IN-4390,2025-12-18,Delhi,Backpack,62638.0,3,187914.0
IN-4391,2025-06-02,Bengaluru,Laptop,49795.0,4,199180.0
IN-4392,2025-05-24,Maharashtra,Smartwatch,11731.0,2,23462.0
IN-4393,2025-01-23,Maharashtra,Smartwatch,11951.0,1,11951.0
IN-4394,2025-09-21,Bengaluru,Laptop,52301.25,1,52301.25
IN-4395,2025-11-04,Maharashtra,Backpack,43921.0,2,87842.0
IN-4396,2025-04-20,Delhi,Smartphone,51762.0,4,207048.0
IN-4397,2025-09-20,Hyderabad,Smartwatch,40985.0,2,81970.0
IN-4398,2025-12-04,Bengaluru,Power Bank,76346.25,5,381731.25
IN-4399,2025-01-25,Maharashtra,Earbuds,70837.0,4,283348.0
IN-4400,2025-03-21,Delhi,Smartphone,8337.0,5,41685.0
IN-4401,2025-02-25,Maharashtra,Earbuds,16764.0,5,83820.0
IN-4402,2025-01-31,Bengaluru,Earbuds,75961.25,4,303845.0
IN-4403,2025-09-07,Maharashtra,Smartwatch,44918.0,3,134754.0
IN-4404,2025-06-25,Hyderabad,Smartwatch,14447.0,3,43341.0
IN-4405,2025-05-12,Bengaluru,Laptop,50760.0,2,101520.0
IN-4406,2025-08-18,Maharashtra,Power Bank,64809.0,1,64809.0
IN-4407,2025-05-19,Bengaluru,Laptop,25348.75,2,50697.5
IN-4408,2025-10-18,Hyderabad,Backpack,50207.0,1,50207.0
IN-4409,2025-01-16,Maharashtra,Earbuds,23485.0,1,23485.0
IN-4410,2025-12-09,Bengaluru,Backpack,63431.25,1,63431.25
IN-4411,2025-04-25,Maharashtra,Smartwatch,30901.0,4,123604.0
IN-4412,2025-12-19,Hyderabad,Smartwatch,39818.0,3,119454.0
IN-4413,2025-02-06,Bengaluru,Smartwatch,41457.5,1,41457.5
IN-4414,2025-01-25,Delhi,Smartwatch,62043.0,3,186129.0
IN-4415,2025-04-10,Bengaluru,Backpack,1378.75,3,4136.25
IN-4416,2025-01-27,Maharashtra,Laptop,33734.0,2,67468.0
IN-4417,2025-11-08,Maharashtra,Smartphone,52018.0,3,156054.0
IN-4418,2025-10-02,Maharashtra,Laptop,44490.0,2,88980.0
IN-4419,2025-06-22,Maharashtra,Laptop,64341.0,1,64341.0
IN-4420,2025-05-11,Bengaluru,Power Bank,69246.25,3,207738.75
IN-4421,2025-02-07,Delhi,Backpack,14488.0,2,28976.0
IN-4422,2025-02-12,Bengaluru,Backpack,69815.0,4,279260.0
IN-4423,2025-08-10,Delhi,Backpack,7067.0,5,35335.0
IN-4424,2025-06-02,Bengaluru,Power Bank,80976.25,4,323905.0
IN-4425,2025-10-01,Bengaluru,Earbuds,77758.75,2,155517.5
IN-4426,2025-06-26,Hyderabad,Smartwatch,3894.0,3,11682.0
IN-4427,2025-03-24,Maharashtra,Laptop,56208.0,2,112416.0
IN-4428,2025-07-27,Chennai,Laptop,31178.0,2,62356.0
IN-4429,2025-07-10,Delhi,Earbuds,27676.0,2,55352.0
IN-4430,2025-04-17,Hyderabad,Smartwatch,23138.0,4,92552.0
IN-4431,2025-04-12,Maharashtra,Smartwatch,59189.0,3,177567.0
IN-4432,2025-01-11,Maharashtra,Earbuds,37249.0,1,37249.0
IN-4433,2025-03-21,Delhi,Power Bank,49334.0,1,49334.0
IN-4434,2025-12-02,Chennai,Laptop,1760.0,1,1760.0
IN-4435,2025-09-29,Maharashtra,Backpack,24514.0,4,98056.0
IN-4436,2025-01-15,Delhi,Power Bank,31747.0,5,158735.0
IN-4437,2025-03-30,Maharashtra,Earbuds,21337.0,5,106685.0
IN-4438,2025-07-08,Bengaluru,Earbuds,11186.25,1,11186.25
IN-4439,2025-11-11,Chennai,Smartphone,22952.0,5,114760.0
IN-4440,2025-04-19,Chennai,Smartwatch,59963.0,3,179889.0
IN-4441,2025-08-20,Hyderabad,Laptop,12662.0,3,37986.0
IN-4442,2025-07-30,Chennai,Earbuds,20634.0,5,103170.0
IN-4443,2025-05-12,Gujrat,Earbuds,25264.0,5,126320.0
IN-4444,2025-09-16,Delhi,Earbuds,19236.0,3,57708.0
IN-4445,2025-08-16,Delhi,Smartphone,34613.0,3,103839.0
IN-4446,2025-02-01,Maharashtra,Smartwatch,39723.0,2,79446.0
IN-4447,2025-10-23,Chennai,Backpack,68876.0,4,275504.0
IN-4448,2025-12-27,Bengaluru,Earbuds,60692.5,4,242770.0
IN-4449,2025-03-01,Maharashtra,Smartphone,39486.0,2,78972.0
IN-4450,2025-03-03,Gujrat,Smartphone,35324.0,2,70648.0
IN-4451,2025-10-23,Delhi,Power Bank,48402.0,1,48402.0
IN-4452,2025-11-15,Maharashtra,Smartphone,8443.0,2,16886.0
IN-4453,2025-01-29,Maharashtra,Smartwatch,37980.0,5,189900.0
IN-4454,2025-04-09,Bengaluru,Smartwatch,86583.75,4,346335.0
IN-4455,2025-04-27,Gujrat,Smartwatch,55437.0,5,277185.0
IN-4456,2025-11-30,Gujrat,Backpack,71988.0,3,215964.0
IN-4457,2025-07-12,Delhi,Backpack,66177.0,2,132354.0
IN-4458,2025-07-10,Maharashtra,Backpack,25383.0,4,101532.0
IN-4459,2025-10-12,Bengaluru,Laptop,53377.5,1,53377.5
IN-4460,2025-09-04,Chennai,Power Bank,67105.0,4,268420.0
IN-4461,2025-04-03,Maharashtra,Smartphone,49712.0,5,248560.0
IN-4462,2025-10-01,Bengaluru,Backpack,41165.0,3,123495.0
IN-4463,2025-10-23,Bengaluru,Earbuds,43367.5,3,130102.5
IN-4464,2025-06-06,Bengaluru,Laptop,82251.25,3,246753.75
IN-4465,2025-04-08,Maharashtra,Power Bank,14798.0,2,29596.0
IN-4466,2025-02-13,Delhi,Backpack,1000.0,2,2000.0
IN-4467,2025-05-22,Maharashtra,Backpack,25010.0,4,100040.0
IN-4468,2025-05-23,Bengaluru,Laptop,72907.5,4,291630.0
IN-4469,2025-06-11,Delhi,Smartwatch,60676.0,5,303380.0
IN-4470,2025-10-07,Hyderabad,Earbuds,12115.0,1,12115.0
IN-4471,2025-11-05,Hyderabad,Smartphone,21784.0,2,43568.0
IN-4472,2025-04-15,Bengaluru,Smartphone,58378.75,1,58378.75
IN-4473,2025-12-22,Delhi,Power Bank,31761.0,1,31761.0
IN-4474,2025-02-01,Delhi,Earbuds,14541.0,2,29082.0
IN-4475,2025-10-16,Maharashtra,Power Bank,28038.0,5,140190.0
IN-4476,2025-06-15,Delhi,Earbuds,21550.0,3,64650.0
IN-4477,2025-04-06,Maharashtra,Earbuds,4091.0,3,12273.0
IN-4478,2025-03-27,Gujrat,Earbuds,64013.0,2,128026.0
IN-4479,2025-10-09,Bengaluru,Laptop,9991.25,1,9991.25
IN-4480,2025-03-05,Maharashtra,Laptop,54235.0,5,271175.0
IN-4481,2025-03-05,Bengaluru,Power Bank,32621.25,2,65242.5
IN-4482,2025-10-23,Bengaluru,Earbuds,93053.75,1,93053.75
IN-4483,2025-11-12,Hyderabad,Smartwatch,12058.0,3,36174.0
IN-4484,2025-12-09,Maharashtra,Smartphone,35952.0,4,143808.0
IN-4485,2025-10-14,Maharashtra,Power Bank,71791.0,1,71791.0
IN-4486,2025-10-06,Maharashtra,Backpack,11623.0,2,23246.0
IN-4487,2025-07-11,Hyderabad,Backpack,11700.0,3,35100.0
IN-4488,2025-06-09,Hyderabad,Laptop,57126.0,3,171378.0
IN-4489,2025-07-22,Bengaluru,Smartphone,16505.0,5,82525.0
IN-4490,2025-04-10,Bengaluru,Laptop,92551.25,5,462756.25
IN-4491,2025-07-19,Maharashtra,Power Bank,44056.0,1,44056.0
IN-4493,2025-10-19,Delhi,Earbuds,51991.0,4,207964.0
IN-4494,2025-07-20,Bengaluru,Power Bank,83715.0,5,418575.0
IN-4495,2025-03-05,Chennai,Laptop,60524.0,3,181572.0
IN-4496,2025-06-10,Chennai,Laptop,38093.0,1,38093.0
IN-4497,2025-03-09,Delhi,Laptop,36105.0,4,144420.0
IN-4498,2025-09-19,Maharashtra,Power Bank,31621.0,2,63242.0
IN-4499,2025-04-22,Maharashtra,Power Bank,36890.0,4,147560.0
IN-4500,2025-10-30,Delhi,Earbuds,19044.0,1,19044.0
IN-4501,2025-12-14,Hyderabad,Backpack,66808.0,4,267232.0
IN-4502,2025-03-11,Maharashtra,Backpack,26206.0,3,78618.0
IN-4503,2025-08-11,Bengaluru,Backpack,25146.25,1,25146.25
IN-4504,2025-03-06,Bengaluru,Backpack,34441.25,2,68882.5
IN-4505,2025-04-23,Delhi,Smartwatch,1065.0,5,5325.0
IN-4506,2025-04-04,Hyderabad,Smartwatch,58494.0,1,58494.0
IN-4507,2025-06-29,Chennai,Smartwatch,41183.0,1,41183.0
IN-4508,2025-07-06,Gujrat,Earbuds,21404.0,4,85616.0
IN-4509,2025-06-02,Gujrat,Laptop,12069.0,1,12069.0
IN-4510,2025-08-18,Hyderabad,Power Bank,42675.0,1,42675.0
IN-4511,2025-12-27,Bengaluru,Laptop,34050.0,3,102150.0
IN-4512,2025-11-29,Maharashtra,Backpack,36911.0,2,73822.0
IN-4513,2025-07-10,Maharashtra,Earbuds,44423.0,3,133269.0
IN-4514,2025-08-13,Maharashtra,Power Bank,26102.0,4,104408.0
IN-4515,2025-07-07,Bengaluru,Smartphone,89461.25,1,89461.25
IN-4516,2025-06-24,Maharashtra,Laptop,17814.0,3,53442.0
IN-4517,2025-03-11,Delhi,Backpack,12674.0,4,50696.0
IN-4518,2025-01-21,Maharashtra,Earbuds,49712.0,1,49712.0
IN-4519,2025-01-10,Maharashtra,Laptop,52435.0,2,104870.0
IN-4520,2025-04-19,Chennai,Smartwatch,8901.0,1,8901.0
IN-4521,2025-03-20,Maharashtra,Smartphone,15118.0,4,60472.0
IN-4522,2025-07-29,Bengaluru,Smartwatch,32833.75,5,164168.75
IN-4523,2025-01-25,Maharashtra,Laptop,12988.0,5,64940.0
IN-4524,2025-06-01,Hyderabad,Laptop,63389.0,3,190167.0
IN-4525,2025-12-14,Maharashtra,Power Bank,72331.0,5,361655.0
IN-4526,2025-06-10,Bengaluru,Smartwatch,62505.0,3,187515.0
IN-4527,2025-05-02,Maharashtra,Backpack,65343.0,4,261372.0
IN-4528,2025-09-23,Hyderabad,Power Bank,45448.0,1,45448.0
IN-4529,2025-02-11,Maharashtra,Backpack,27521.0,1,27521.0
IN-4530,2025-01-06,Chennai,Laptop,14834.0,2,29668.0
IN-4531,2025-06-01,Chennai,Smartphone,19096.0,3,57288.0
IN-4532,2025-11-08,Maharashtra,Laptop,48815.0,4,195260.0
IN-4533,2025-01-13,Hyderabad,Smartwatch,49094.0,5,245470.0
IN-4534,2025-07-30,Hyderabad,Smartphone,74300.0,4,297200.0
IN-4535,2025-05-22,Bengaluru,Earbuds,48606.25,3,145818.75
IN-4536,2025-12-22,Maharashtra,Earbuds,54876.0,2,109752.0
IN-4537,2025-11-11,Maharashtra,Smartphone,71451.0,3,214353.0
IN-4538,2025-08-10,Delhi,Smartphone,14075.0,4,56300.0
IN-4539,2025-10-28,Gujrat,Smartwatch,23061.0,3,69183.0
IN-4540,2025-11-04,Maharashtra,Smartwatch,7175.0,4,28700.0
IN-4541,2025-03-18,Maharashtra,Power Bank,25831.0,4,103324.0
IN-4542,2025-12-24,Bengaluru,Backpack,26665.0,2,53330.0
IN-4543,2025-06-02,Maharashtra,Laptop,13287.0,1,13287.0
IN-4544,2025-12-27,Maharashtra,Smartphone,69513.0,3,208539.0
IN-4545,2025-12-21,Gujrat,Power Bank,25612.0,1,25612.0
IN-4546,2025-10-15,Bengaluru,Smartphone,50782.5,5,253912.5
IN-4547,2025-11-13,Bengaluru,Smartphone,44495.0,5,222475.0
IN-4548,2025-08-23,Bengaluru,Smartwatch,28663.75,4,114655.0
IN-4549,2025-04-27,Maharashtra,Power Bank,65832.0,3,197496.0
IN-4550,2025-01-05,Chennai,Smartwatch,72315.0,5,361575.0
IN-4551,2025-02-18,Bengaluru,Power Bank,34328.75,5,171643.75
IN-4552,2025-12-22,Maharashtra,Backpack,26508.0,5,132540.0
IN-4553,2025-04-21,Maharashtra,Laptop,71711.0,2,143422.0
IN-4554,2025-08-02,Maharashtra,Laptop,9039.0,2,18078.0
IN-4555,2025-08-01,Maharashtra,Smartphone,14247.0,2,28494.0
IN-4556,2025-10-27,Bengaluru,Laptop,30365.0,5,151825.0
IN-4557,2025-02-19,Bengaluru,Backpack,26288.75,5,131443.75
IN-4558,2025-11-03,Gujrat,Laptop,54377.0,3,163131.0
IN-4559,2025-12-01,Bengaluru,Smartwatch,66080.0,1,66080.0
IN-4560,2025-08-17,Bengaluru,Laptop,15462.5,5,77312.5
