order_id,order_date,city,product,unit_price,quantity
IN-6277,2025-06-11,Chennai,Backpack,4076.0,4
IN-6278,2025-10-28,Chennai,Laptop,15492.0,1
IN-6279,2025-11-10,Maharashtra,Power Bank,55227.0,5
IN-6280,2025-05-06,Chennai,Smartwatch,43842.0,2
IN-6281,2025-10-30,Gujrat,Smartphone,6842.0,1
IN-6282,2025-03-23,Chennai,Power Bank,15038.0,5
IN-6283,2025-09-03,Bengaluru,Power Bank,19113.0,3
IN-6284,2025-08-14,Gujrat,Backpack,16712.0,5
IN-6285,2025-12-09,Hyderabad,Earbuds,26456.0,4
IN-6286,2025-05-03,Delhi,Smartphone,49263.0,5
IN-6287,2025-05-14,Delhi,Smartwatch,63096.0,4
IN-6288,2025-01-16,Delhi,Backpack,56203.0,4
IN-6289,2025-03-28,Maharashtra,Smartwatch,10623.0,4
IN-6290,2025-12-14,Maharashtra,Backpack,8349.0,1
IN-6291,2025-04-15,Gujrat,Smartphone,56322.0,1
IN-6292,2025-03-29,Gujrat,Smartphone,51771.0,4
IN-6293,2025-12-26,Maharashtra,Smartphone,16048.0,4
IN-6294,2025-02-02,Bengaluru,Smartphone,52106.0,1
IN-6295,2025-03-22,Chennai,Power Bank,12435.0,4
IN-6296,2025-11-23,Maharashtra,Earbuds,9177.0,1
IN-6297,2025-02-28,Delhi,Smartwatch,9455.0,3
IN-6298,2025-12-30,Maharashtra,Earbuds,52431.0,1
IN-6299,2025-01-04,Bengaluru,Laptop,63191.0,2
IN-6300,2025-09-19,Bengaluru,Earbuds,44916.0,1
IN-6301,2025-01-14,Bengaluru,Backpack,16583.0,3
IN-6302,2025-09-12,Maharashtra,Earbuds,36998.0,1
IN-6303,2025-05-22,Bengaluru,Smartphone,1186.0,2
IN-6304,2025-10-22,Delhi,Smartwatch,27105.0,5
IN-6305,2025-11-11,Delhi,Earbuds,45644.0,1
IN-6306,2025-05-17,Maharashtra,Backpack,40352.0,1
IN-6307,2025-12-25,Bengaluru,Power Bank,43345.0,5
IN-6308,2025-02-04,Gujrat,Smartphone,46151.0,5
IN-6309,2025-02-22,Maharashtra,Power Bank,12358.0,3
IN-6310,2025-05-30,Hyderabad,Laptop,23893.0,1
IN-6311,2025-08-24,Delhi,Backpack,40937.0,5
IN-6312,2025-09-21,Bengaluru,Backpack,49948.0,2
IN-6313,2025-04-27,Hyderabad,Earbuds,31147.0,3
IN-6314,2025-08-27,Bengaluru,Smartwatch,41291.0,2
IN-6315,2025-07-24,Hyderabad,Backpack,1695.0,4
IN-6316,2025-02-19,Bengaluru,Smartwatch,16447.0,2
IN-6317,2025-08-07,Chennai,Earbuds,45379.0,4
IN-6318,2025-02-27,Bengaluru,Smartwatch,9719.0,2
IN-6319,2025-05-03,Hyderabad,Earbuds,67115.0,5
IN-6320,2025-01-15,Bengaluru,Earbuds,1942.0,3
IN-6321,2025-12-06,Gujrat,Backpack,41373.0,4
IN-6322,2025-12-15,Maharashtra,Smartwatch,71507.0,1
IN-6323,2025-08-17,Bengaluru,Laptop,42744.0,1
IN-6324,2025-02-27,Delhi,Smartwatch,63154.0,2
IN-6325,2025-04-27,Maharashtra,Backpack,60519.0,2
IN-6326,2025-09-30,Maharashtra,Smartphone,70845.0,2
IN-6327,2025-02-25,Delhi,Smartphone,28384.0,3
IN-6328,2025-05-14,Maharashtra,Smartphone,24689.0,1
IN-6329,2025-02-26,Chennai,Backpack,45423.0,4
IN-6330,2025-05-02,Delhi,Smartwatch,60087.0,2
IN-6331,2025-12-05,Bengaluru,Laptop,38448.0,1
IN-6332,2025-02-24,Maharashtra,Backpack,33487.0,1
IN-6333,2025-09-07,Delhi,Backpack,4946.0,2
IN-6334,2025-01-16,Delhi,Power Bank,31012.0,3
IN-6335,2025-12-23,Maharashtra,Earbuds,10164.0,3
IN-6336,2025-02-07,Bengaluru,Smartwatch,11528.0,2
IN-6337,2025-11-29,Gujrat,Power Bank,17249.0,2
IN-6338,2025-05-03,Chennai,Smartwatch,30680.0,1
IN-6339,2025-06-09,Gujrat,Smartwatch,22053.0,3
IN-6340,2025-04-21,Hyderabad,Smartwatch,3498.0,2
IN-6341,2025-03-30,Delhi,Backpack,45586.0,4
IN-6342,2025-08-08,Hyderabad,Smartphone,9830.0,4
IN-6343,2025-03-01,Bengaluru,Smartwatch,27028.0,4
IN-6344,2025-09-29,Chennai,Laptop,25347.0,3
IN-6345,2025-05-29,Gujrat,Backpack,48335.0,1
IN-6346,2025-08-06,Chennai,Laptop,12277.0,3
IN-6347,2025-03-21,Hyderabad,Power Bank,11792.0,3
IN-6348,2025-02-17,Bengaluru,Smartphone,55229.0,3
IN-6349,2025-03-05,Delhi,Laptop,71462.0,5
IN-6350,2025-07-16,Delhi,Smartphone,7377.0,2
IN-6351,2025-04-01,Hyderabad,Laptop,40924.0,4
IN-6352,2025-10-01,Bengaluru,Earbuds,68791.0,2
IN-6353,2025-08-02,Maharashtra,Laptop,21452.0,5
IN-6354,2025-01-10,Maharashtra,Backpack,36228.0,3
IN-6355,2025-05-26,Maharashtra,Laptop,71487.0,3
IN-6356,2025-10-11,Maharashtra,Earbuds,14068.0,1
IN-6357,2025-05-03,Maharashtra,Power Bank,34992.0,4
IN-6358,2025-03-22,Maharashtra,Smartphone,36875.0,5
IN-6359,2025-04-18,Bengaluru,Laptop,51097.0,3
IN-6360,2025-06-14,Gujrat,Smartphone,61714.0,2
IN-6361,2025-05-11,Gujrat,Backpack,28630.0,4
IN-6362,2025-10-27,Chennai,Power Bank,34186.0,5
IN-6363,2025-11-08,Chennai,Backpack,14110.0,1
IN-6364,2025-08-20,Delhi,Smartphone,13944.0,2
IN-6365,2025-01-29,Delhi,Smartphone,71865.0,1
IN-6366,2025-07-28,Maharashtra,Smartwatch,61040.0,4
IN-6367,2025-09-30,Maharashtra,Laptop,11591.0,1
IN-6368,2025-09-20,Maharashtra,Smartwatch,67427.0,5
IN-6369,2025-12-11,Delhi,Power Bank,71701.0,5
IN-6370,2025-10-01,Bengaluru,Laptop,12278.0,1
IN-6371,2025-04-25,Delhi,Smartwatch,62679.0,5
IN-6372,2025-02-14,Bengaluru,Backpack,28675.0,1
IN-6373,2025-06-13,Maharashtra,Smartphone,74089.0,5
IN-6374,2025-04-26,Delhi,Earbuds,30566.0,5
IN-6375,2025-03-05,Maharashtra,Smartphone,3712.0,4
IN-6376,2025-06-12,Bengaluru,Smartphone,1562.0,5
IN-6377,2025-10-27,Delhi,Backpack,38887.0,3
IN-6378,2025-09-14,Bengaluru,Laptop,44154.0,1
IN-6379,2025-02-22,Maharashtra,Smartwatch,32714.0,3
IN-6380,2025-09-22,Maharashtra,Power Bank,14458.0,4
IN-6381,2025-11-28,Maharashtra,Earbuds,1289.0,1
IN-6382,2025-12-02,Chennai,Earbuds,71382.0,1
IN-6383,2025-03-05,Bengaluru,Smartphone,15285.0,2
IN-6384,2025-01-21,Maharashtra,Power Bank,31442.0,2
IN-6385,2025-10-20,Maharashtra,Laptop,45012.0,2
IN-6386,2025-02-18,Delhi,Laptop,73608.0,5
IN-6387,2025-07-19,Maharashtra,Power Bank,58045.0,3
IN-6388,2025-11-03,Maharashtra,Laptop,30388.0,1
IN-6389,2025-03-31,Bengaluru,Earbuds,35944.0,5
IN-6390,2025-11-05,Maharashtra,Earbuds,51046.0,5
IN-6391,2025-08-25,Hyderabad,Earbuds,48958.0,3
IN-6392,2025-08-19,Bengaluru,Backpack,57066.0,5
IN-6393,2025-07-15,Maharashtra,Power Bank,50470.0,3
IN-6394,2025-02-15,Hyderabad,Smartwatch,72281.0,5
IN-6395,2025-02-12,Delhi,Power Bank,27644.0,3
IN-6396,2025-06-13,Maharashtra,Smartphone,55957.0,4
IN-6397,2025-02-17,Maharashtra,Backpack,71041.0,3
IN-6398,2025-09-28,Maharashtra,Backpack,33540.0,5
IN-6399,2025-07-25,Gujrat,Backpack,37363.0,4
IN-6400,2025-02-25,Maharashtra,Smartwatch,25852.0,1
IN-6401,2025-01-25,Chennai,Smartwatch,23439.0,4
IN-6402,2025-08-13,Bengaluru,Backpack,45768.0,2
IN-6403,2025-04-07,Bengaluru,Smartwatch,73815.0,4
IN-6404,2025-06-26,Hyderabad,Smartwatch,40756.0,5
IN-6405,2025-01-21,Gujrat,Earbuds,3420.0,4
IN-6406,2025-03-21,Maharashtra,Earbuds,56909.0,4
IN-6407,2025-03-08,Gujrat,Power Bank,28914.0,5
IN-6408,2025-01-21,Bengaluru,Power Bank,39313.0,3
IN-6409,2025-03-10,Maharashtra,Power Bank,7827.0,4
IN-6410,2025-03-27,Maharashtra,Smartwatch,17498.0,1
IN-6411,2025-07-19,Maharashtra,Smartwatch,23159.0,1
IN-6412,2025-02-04,Delhi,Laptop,53643.0,3
IN-6413,2025-10-05,Bengaluru,Smartwatch,45144.0,1
IN-6414,2025-01-31,Bengaluru,Smartwatch,35681.0,3
IN-6415,2025-02-27,Chennai,Power Bank,42352.0,1
IN-6416,2025-06-07,Bengaluru,Laptop,61055.0,1
IN-6417,2025-10-27,Maharashtra,Smartphone,29515.0,1
IN-6418,2025-03-16,Bengaluru,Backpack,65631.0,1
IN-6419,2025-06-02,Chennai,Smartphone,69759.0,5
IN-6420,2025-12-17,Bengaluru,Backpack,45018.0,4
IN-6421,2025-03-25,Hyderabad,Laptop,29533.0,5
IN-6422,2025-09-20,Maharashtra,Smartphone,65346.0,1
IN-6423,2025-03-22,Hyderabad,Backpack,46544.0,4
IN-6424,2025-03-09,Maharashtra,Smartphone,27905.0,2
IN-6425,2025-11-10,Delhi,Earbuds,41338.0,3
IN-6426,2025-06-12,Maharashtra,Smartphone,12510.0,3
IN-6427,2025-11-15,Delhi,Power Bank,62213.0,1
IN-6428,2025-05-01,Delhi,Smartwatch,63963.0,3
IN-6429,2025-11-11,Bengaluru,Smartphone,60443.0,3
IN-6430,2025-01-21,Gujrat,Power Bank,66094.0,1
IN-6431,2025-03-10,Delhi,Smartwatch,69986.0,5
IN-6432,2025-04-06,Bengaluru,Laptop,1996.0,1
IN-6433,2025-12-25,Bengaluru,Earbuds,68672.0,4
IN-6434,2025-07-07,Bengaluru,Smartphone,24354.0,1
IN-6435,2025-07-13,Bengaluru,Smartphone,15585.0,2
IN-6436,2025-03-14,Chennai,Smartphone,42178.0,5
IN-6437,2025-10-10,Delhi,Backpack,51330.0,2
IN-6438,2025-04-28,Delhi,Power Bank,42063.0,2
IN-6439,2025-01-21,Maharashtra,Laptop,35580.0,4
IN-6440,2025-01-01,Bengaluru,Backpack,48332.0,1
IN-6441,2025-03-05,Maharashtra,Laptop,66380.0,4
IN-6442,2025-04-19,Bengaluru,Backpack,10851.0,1
IN-6443,2025-03-18,Bengaluru,Earbuds,2733.0,1
IN-6444,2025-04-27,Bengaluru,Power Bank,40356.0,5
IN-6445,2025-08-30,Maharashtra,Backpack,72141.0,2
IN-6446,2025-10-23,Maharashtra,Power Bank,24643.0,2
IN-6447,2025-04-14,Maharashtra,Power Bank,45548.0,2
IN-6448,2025-12-22,Maharashtra,Earbuds,7052.0,2
IN-6449,2025-12-07,Delhi,Backpack,58291.0,1
IN-6450,2025-08-16,Bengaluru,Smartphone,52051.0,1
IN-6451,2025-01-11,Bengaluru,Smartphone,69563.0,2
IN-6452,2025-03-27,Maharashtra,Power Bank,43160.0,5
IN-6453,2025-01-26,Bengaluru,Laptop,59860.0,1
IN-6454,2025-07-04,Delhi,Smartwatch,3218.0,2
IN-6455,2025-04-27,Maharashtra,Earbuds,9359.0,5
IN-6456,2025-05-19,Maharashtra,Smartphone,52977.0,5
IN-6457,2025-03-10,Hyderabad,Smartphone,35649.0,3
IN-6458,2025-12-24,Maharashtra,Smartphone,62342.0,2
IN-6459,2025-06-22,Chennai,Earbuds,59222.0,1
IN-6460,2025-07-17,Bengaluru,Earbuds,18906.0,5
IN-6461,2025-03-23,Gujrat,Earbuds,51548.0,3
IN-6462,2025-03-18,Delhi,Power Bank,44747.0,3
IN-6463,2025-04-02,Delhi,Power Bank,3461.0,5
IN-6464,2025-06-08,Maharashtra,Smartphone,31797.0,4
IN-6465,2025-04-21,Hyderabad,Smartphone,17883.0,5
IN-6466,2025-05-30,Bengaluru,Smartphone,35298.0,1
IN-6467,2025-09-22,Hyderabad,Laptop,28881.0,1
IN-6468,2025-05-06,Delhi,Smartphone,31879.0,4
IN-6469,2025-03-11,Maharashtra,Power Bank,11227.0,2
IN-6470,2025-10-03,Bengaluru,Laptop,44504.0,1
IN-6471,2025-09-06,Chennai,Earbuds,17573.0,1
IN-6472,2025-01-12,Delhi,Smartwatch,26670.0,5
IN-6473,2025-06-05,Maharashtra,Earbuds,47921.0,2
IN-6474,2025-02-01,Chennai,Earbuds,64786.0,1
IN-6475,2025-11-06,Hyderabad,Smartwatch,63112.0,4
IN-6476,2025-09-28,Bengaluru,Smartwatch,1386.0,2
IN-6477,2025-12-04,Hyderabad,Backpack,65139.0,1
IN-6478,2025-06-12,Hyderabad,Power Bank,14013.0,2
IN-6479,2025-03-18,Maharashtra,Backpack,51029.0,3
IN-6480,2025-08-29,Delhi,Smartphone,14862.0,4
IN-6481,2025-04-07,Maharashtra,Earbuds,3929.0,5
IN-6482,2025-12-10,Bengaluru,Smartphone,71721.0,4
IN-6483,2025-07-14,Delhi,Laptop,62945.0,5
IN-6484,2025-11-26,Bengaluru,Laptop,4439.0,4
IN-6485,2025-12-17,Hyderabad,Earbuds,2780.0,5
IN-6486,2025-02-25,Bengaluru,Smartwatch,5598.0,3
IN-6487,2025-10-02,Maharashtra,Smartwatch,9016.0,3
IN-6488,2025-01-28,Maharashtra,Power Bank,6139.0,4
IN-6489,2025-07-27,Hyderabad,Backpack,36228.0,1
IN-6490,2025-08-18,Maharashtra,Earbuds,61899.0,3
IN-6491,2025-09-05,Bengaluru,Earbuds,44842.0,4
IN-6492,2025-04-11,Maharashtra,Laptop,48224.0,2
IN-6493,2025-01-20,Gujrat,Smartphone,68416.0,5
IN-6494,2025-02-19,Chennai,Smartwatch,8126.0,5
IN-6495,2025-05-24,Delhi,Backpack,27867.0,1
IN-6496,2025-09-16,Maharashtra,Backpack,26559.0,1
IN-6497,2025-12-16,Gujrat,Backpack,63591.0,5
IN-6498,2025-05-09,Delhi,Power Bank,48535.0,4
IN-6499,2025-07-11,Bengaluru,Backpack,62705.0,3
IN-6500,2025-09-20,Hyderabad,Backpack,26506.0,4
IN-6501,2025-09-18,Delhi,Earbuds,7305.0,4
IN-6502,2025-06-01,Bengaluru,Earbuds,42059.0,5
IN-6503,2025-03-11,Bengaluru,Smartphone,37820.0,5
IN-6504,2025-09-04,Maharashtra,Laptop,63096.0,3
IN-6505,2025-04-13,Delhi,Backpack,40234.0,4
IN-6506,2025-08-28,Gujrat,Laptop,8728.0,1
IN-6507,2025-08-10,Chennai,Smartphone,44240.0,1
IN-6508,2025-03-20,Bengaluru,Earbuds,11993.0,1
IN-6509,2025-02-10,Hyderabad,Smartphone,1059.0,5
IN-6510,2025-06-07,Maharashtra,Smartphone,73754.0,5
IN-6511,2025-03-20,Hyderabad,Backpack,4013.0,3
IN-6512,2025-11-14,Bengaluru,Power Bank,20411.0,1
IN-6513,2025-03-24,Maharashtra,Power Bank,22655.0,4
IN-6514,2025-05-12,Gujrat,Power Bank,37481.0,3
IN-6515,2025-12-31,Delhi,Earbuds,67651.0,5
IN-6516,2025-09-16,Bengaluru,Power Bank,25220.0,4
IN-6517,2025-06-16,Maharashtra,Backpack,28397.0,5
IN-6518,2025-11-08,Maharashtra,Power Bank,39595.0,3
IN-6519,2025-06-29,Delhi,Power Bank,13068.0,1
IN-6520,2025-11-11,Bengaluru,Power Bank,2545.0,4
IN-6521,2025-12-15,Delhi,Earbuds,27041.0,2
IN-6522,2025-10-24,Hyderabad,Laptop,37608.0,1
IN-6523,2025-06-12,Gujrat,Backpack,16743.0,5
IN-6524,2025-07-21,Delhi,Smartphone,67696.0,5
IN-6525,2025-08-12,Bengaluru,Earbuds,21550.0,2
IN-6526,2025-06-16,Maharashtra,Backpack,61899.0,4
IN-6527,2025-06-19,Delhi,Smartphone,8331.0,5
IN-6528,2025-05-25,Gujrat,Smartwatch,55680.0,1
IN-6529,2025-08-19,Delhi,Laptop,54591.0,5
IN-6530,2025-05-15,Hyderabad,Power Bank,55130.0,5
IN-6531,2025-01-20,Hyderabad,Power Bank,41616.0,3
IN-6532,2025-07-15,Maharashtra,Backpack,12632.0,5
IN-6533,2025-02-09,Gujrat,Smartwatch,64378.0,5
IN-6534,2025-01-02,Bengaluru,Smartphone,21920.0,3
IN-6535,2025-10-20,Maharashtra,Laptop,43981.0,3
IN-6536,2025-11-01,Gujrat,Power Bank,49344.0,3
IN-6537,2025-04-16,Maharashtra,Power Bank,27298.0,3
IN-6538,2025-04-04,Bengaluru,Earbuds,64011.0,2
IN-6539,2025-01-26,Maharashtra,Smartwatch,18001.0,2
IN-6540,2025-09-01,Hyderabad,Earbuds,44279.0,4
IN-6541,2025-12-01,Maharashtra,Laptop,33211.0,2
IN-6542,2025-05-05,Hyderabad,Smartphone,35235.0,2
IN-6543,2025-05-24,Chennai,Power Bank,42778.0,5
IN-6544,2025-09-17,Bengaluru,Laptop,41641.0,3
IN-6545,2025-07-21,Delhi,Backpack,58008.0,2
IN-6546,2025-11-21,Maharashtra,Smartphone,37048.0,4
IN-6547,2025-07-17,Gujrat,Earbuds,74948.0,1
IN-6548,2025-01-06,Delhi,Backpack,19492.0,3
IN-6549,2025-11-19,Maharashtra,Smartphone,22472.0,2
IN-6550,2025-05-18,Hyderabad,Smartwatch,35278.0,2
IN-6551,2025-12-24,Bengaluru,Earbuds,44177.0,2
IN-6552,2025-03-02,Maharashtra,Laptop,3104.0,5
IN-6553,2025-01-06,Bengaluru,Power Bank,68830.0,2
IN-6554,2025-03-11,Bengaluru,Smartphone,30860.0,5
IN-6555,2025-10-31,Bengaluru,Backpack,15120.0,4
IN-6556,2025-02-28,Maharashtra,Earbuds,1079.0,2
IN-6557,2025-04-13,Maharashtra,Smartwatch,34447.0,4
IN-6558,2025-10-18,Maharashtra,Power Bank,73418.0,4
IN-6559,2025-10-05,Maharashtra,Laptop,21436.0,4
IN-6560,2025-08-04,Delhi,Smartphone,38464.0,4
IN-6561,2025-04-06,Maharashtra,Smartphone,24903.0,4
IN-6562,2025-07-13,Delhi,Smartwatch,37321.0,2
IN-6563,2025-02-25,Maharashtra,Backpack,74195.0,4
IN-6564,2025-03-30,Maharashtra,Backpack,41246.0,2
IN-6565,2025-09-25,Delhi,Smartphone,45582.0,3
IN-6566,2025-08-08,Delhi,Laptop,12173.0,2
IN-6567,2025-11-14,Delhi,Smartwatch,69717.0,5
IN-6568,2025-03-11,Delhi,Backpack,15000.0,3
IN-6569,2025-02-06,Delhi,Smartphone,37719.0,2
IN-6570,2025-11-03,Maharashtra,Power Bank,41649.0,4
IN-6571,2025-03-01,Maharashtra,Smartphone,66057.0,4
IN-6572,2025-06-22,Bengaluru,Earbuds,26096.0,5
IN-6573,2025-03-04,Maharashtra,Earbuds,50793.0,1
IN-6574,2025-07-08,Maharashtra,Smartwatch,12172.0,1
IN-6575,2025-10-23,Maharashtra,Smartphone,28812.0,5
IN-6576,2025-06-16,Chennai,Smartwatch,42704.0,2
IN-6577,2025-03-26,Maharashtra,Backpack,21481.0,5
IN-6578,2025-08-30,Maharashtra,Laptop,43451.0,5
IN-6579,2025-11-15,Maharashtra,Smartwatch,36310.0,4
IN-6580,2025-05-06,Maharashtra,Earbuds,24918.0,4
IN-6581,2025-07-13,Gujrat,Earbuds,63332.0,5
IN-6582,2025-03-01,Chennai,Earbuds,58790.0,5
IN-6583,2025-02-28,Maharashtra,Power Bank,25632.0,4
IN-6584,2025-07-11,Hyderabad,Smartwatch,63391.0,2
IN-6585,2025-01-02,Maharashtra,Earbuds,64402.0,4
IN-6586,2025-12-23,Maharashtra,Power Bank,15635.0,5
IN-6587,2025-01-09,Maharashtra,Backpack,16499.0,3
IN-6588,2025-11-22,Chennai,Laptop,34067.0,1
IN-6589,2025-07-05,Maharashtra,Laptop,17866.0,5
IN-6590,2025-08-24,Bengaluru,Smartphone,35364.0,1
IN-6591,2025-05-28,Maharashtra,Smartphone,41063.0,2
IN-6592,2025-02-25,Delhi,Earbuds,43184.0,4
IN-6593,2025-08-12,Hyderabad,Earbuds,71494.0,1
IN-6594,2025-06-05,Maharashtra,Earbuds,73840.0,2
IN-6595,2025-11-29,Bengaluru,Backpack,71826.0,5
IN-6596,2025-05-04,Maharashtra,Earbuds,3786.0,1
IN-6597,2025-09-17,Chennai,Smartphone,49331.0,4
IN-6598,2025-01-31,Delhi,Earbuds,61528.0,5
IN-6599,2025-10-13,Maharashtra,Power Bank,70328.0,3
IN-6600,2025-04-25,Bengaluru,Earbuds,22803.0,3
IN-6601,2025-08-15,Hyderabad,Earbuds,38007.0,2
IN-6602,2025-08-13,Bengaluru,Power Bank,49841.0,4
IN-6603,2025-02-23,Bengaluru,Laptop,13986.0,5
IN-6604,2025-10-25,Maharashtra,Earbuds,63135.0,2
IN-6605,2025-05-07,Delhi,Earbuds,69380.0,5
IN-6606,2025-05-19,Maharashtra,Earbuds,37173.0,3
IN-6607,2025-04-26,Bengaluru,Earbuds,65445.0,5
IN-6608,2025-02-14,Chennai,Laptop,71381.0,1
IN-6609,2025-12-26,Hyderabad,Laptop,10270.0,2
IN-6610,2025-01-05,Bengaluru,Laptop,3753.0,5
IN-6611,2025-11-30,Maharashtra,Laptop,35969.0,4
IN-6612,2025-06-05,Maharashtra,Smartphone,46591.0,4
IN-6613,2025-11-08,Delhi,Earbuds,28130.0,4
IN-6614,2025-02-22,Bengaluru,Smartphone,50420.0,4
IN-6615,2025-02-18,Hyderabad,Power Bank,40241.0,5
IN-6616,2025-09-09,Bengaluru,Power Bank,41263.0,5
IN-6617,2025-06-02,Chennai,Smartphone,6003.0,1
IN-6618,2025-06-21,Bengaluru,Earbuds,64640.0,2
IN-6619,2025-08-28,Maharashtra,Power Bank,38277.0,1
IN-6620,2025-02-21,Delhi,Power Bank,37377.0,1
IN-6621,2025-05-03,Maharashtra,Power Bank,47381.0,3
IN-6622,2025-10-28,Maharashtra,Earbuds,18088.0,5
IN-6623,2025-04-17,Maharashtra,Smartwatch,16095.0,2
IN-6624,2025-10-18,Gujrat,Backpack,24943.0,2
IN-6625,2025-05-09,Hyderabad,Earbuds,64794.0,3
IN-6626,2025-07-24,Bengaluru,Earbuds,64183.0,3
IN-6627,2025-03-23,Chennai,Earbuds,66242.0,2
IN-6628,2025-02-28,Maharashtra,Backpack,32381.0,1
IN-6629,2025-08-09,Delhi,Backpack,26691.0,4
IN-6630,2025-02-07,Maharashtra,Power Bank,61108.0,5
IN-6631,2025-05-11,Hyderabad,Backpack,22244.0,5
IN-6632,2025-09-02,Gujrat,Power Bank,58208.0,5
IN-6633,2025-02-16,Bengaluru,Laptop,69173.0,1
IN-6634,2025-01-18,Hyderabad,Laptop,15643.0,4
IN-6635,2025-10-28,Hyderabad,Earbuds,66677.0,4
IN-6636,2025-06-23,Maharashtra,Power Bank,29841.0,2
IN-6637,2025-07-07,Delhi,Smartphone,47464.0,4
IN-6638,2025-08-27,Bengaluru,Laptop,21785.0,3
IN-6639,2025-04-06,Chennai,Earbuds,67367.0,2
IN-6640,2025-05-24,Hyderabad,Earbuds,66260.0,5
IN-6641,2025-01-26,Gujrat,Laptop,42332.0,5
IN-6642,2025-12-26,Maharashtra,Earbuds,28999.0,1
IN-6643,2025-03-24,Maharashtra,Smartwatch,11486.0,5
IN-6644,2025-04-08,Maharashtra,Backpack,19245.0,3
IN-6645,2025-09-02,Delhi,Backpack,3401.0,1
IN-6646,2025-01-30,Delhi,Earbuds,5339.0,1
IN-6647,2025-12-31,Delhi,Smartphone,38618.0,5
IN-6648,2025-03-02,Delhi,Smartphone,22823.0,5
IN-6649,2025-03-19,Bengaluru,Smartwatch,42371.0,5
IN-6650,2025-11-10,Chennai,Backpack,31542.0,3
IN-6651,2025-05-24,Maharashtra,Laptop,14506.0,3
IN-6652,2025-08-04,Bengaluru,Backpack,11371.0,1
IN-6653,2025-10-12,Delhi,Smartphone,41095.0,4
IN-6654,2025-03-06,Delhi,Smartwatch,38158.0,3
IN-6655,2025-10-18,Maharashtra,Earbuds,67223.0,3
IN-6656,2025-10-08,Delhi,Laptop,68854.0,4
IN-6657,2025-09-14,Maharashtra,Smartwatch,36626.0,5
IN-6658,2025-08-07,Hyderabad,Backpack,48736.0,1
IN-6659,2025-07-13,Bengaluru,Earbuds,48519.0,2
IN-6660,2025-10-08,Maharashtra,Backpack,69920.0,1
IN-6661,2025-12-09,Maharashtra,Earbuds,46191.0,2
IN-6662,2025-01-23,Delhi,Smartwatch,37382.0,1
IN-6663,2025-02-27,Gujrat,Laptop,59000.0,2
IN-6664,2025-08-16,Chennai,Smartwatch,74431.0,1
IN-6665,2025-06-10,Gujrat,Power Bank,63459.0,5
IN-6666,2025-04-28,Bengaluru,Laptop,50004.0,2
IN-6667,2025-02-26,Chennai,Laptop,4710.0,5
IN-6668,2025-08-04,Maharashtra,Power Bank,58098.0,2
IN-6669,2025-04-25,Bengaluru,Laptop,3496.0,5
IN-6670,2025-07-30,Maharashtra,Power Bank,46981.0,5
IN-6671,2025-11-11,Bengaluru,Laptop,27612.0,4
IN-6672,2025-08-05,Hyderabad,Earbuds,32624.0,1
IN-6673,2025-10-14,Maharashtra,Earbuds,62510.0,2
IN-6674,2025-03-17,Delhi,Power Bank,30063.0,5
IN-6675,2025-12-15,Maharashtra,Earbuds,3981.0,1
IN-6676,2025-06-28,Gujrat,Smartwatch,63426.0,2
IN-6677,2025-01-08,Bengaluru,Backpack,31249.0,4
IN-6678,2025-04-17,Maharashtra,Smartphone,53138.0,4
IN-6679,2025-11-15,Chennai,Power Bank,70413.0,3
IN-6680,2025-09-23,Maharashtra,Smartphone,42930.0,5
IN-6681,2025-12-20,Gujrat,Earbuds,49424.0,3
IN-6682,2025-03-02,Bengaluru,Laptop,15259.0,3
IN-6683,2025-07-07,Bengaluru,Earbuds,7075.0,1
IN-6684,2025-03-17,Maharashtra,Smartphone,58758.0,1
IN-6685,2025-04-27,Maharashtra,Power Bank,73399.0,3
IN-6686,2025-05-12,Bengaluru,Power Bank,62213.0,5
IN-6687,2025-10-16,Gujrat,Backpack,16654.0,4
IN-6688,2025-07-06,Gujrat,Earbuds,40791.0,3
IN-6689,2025-09-12,Bengaluru,Smartwatch,12352.0,2
IN-6690,2025-10-07,Chennai,Smartwatch,11529.0,4
IN-6691,2025-10-21,Bengaluru,Smartwatch,24212.0,3
IN-6692,2025-03-18,Hyderabad,Backpack,29866.0,2
IN-6693,2025-07-30,Bengaluru,Smartphone,14048.0,3
IN-6694,2025-11-10,Maharashtra,Power Bank,16274.0,3
IN-6695,2025-05-24,Chennai,Laptop,64741.0,3
IN-6696,2025-02-19,Maharashtra,Backpack,23141.0,3
IN-6697,2025-01-30,Maharashtra,Power Bank,37815.0,2
IN-6698,2025-06-22,Bengaluru,Smartwatch,41591.0,1
IN-6699,2025-03-06,Maharashtra,Laptop,64875.0,2
IN-6700,2025-06-12,Maharashtra,Earbuds,56928.0,2
IN-6701,2025-07-21,Chennai,Smartwatch,49711.0,5
IN-6702,2025-06-12,Maharashtra,Backpack,52157.0,1
IN-6703,2025-01-09,Bengaluru,Smartwatch,46661.0,2
IN-6704,2025-12-19,Delhi,Earbuds,7656.0,5
IN-6705,2025-05-18,Maharashtra,Earbuds,46286.0,4
IN-6706,2025-09-08,Maharashtra,Power Bank,69245.0,5
IN-6707,2025-07-09,Delhi,Power Bank,60612.0,4
IN-6708,2025-09-13,Gujrat,Laptop,64375.0,5
IN-6709,2025-02-07,Chennai,Laptop,42227.0,1
